2017FC12003V1	2017FC12003V1_R1_001.fastq.gz	2017FC12003V1_R2_001.fastq.gz
2017FC12004V1	2017FC12004V1_R1_001.fastq.gz	2017FC12004V1_R2_001.fastq.gz
